整数型|整数型|整数型|整数型|整数型|整数型|整数型|不可用|整数型|字符型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|字符型|字符型|整数型|字符型|不可用|整数型|字符型|整数型|整数型|不可用|不可用|不可用|整数型|整数型|整数型|字符型|整数型|字符型|整数型|字符型|整数型|整数型|不可用|整数型|整数型|整数型|整数型|整数型|整数型|整数型|字符型|整数型|整数型|字符型|不可用|字符型
25334|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|抜牌|抜牌|1|\UI\Icon\skill\bapai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25335|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|幻牌|幻牌|1|\UI\Icon\skill\huanpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25336|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|花牌|花牌|1|\UI\Icon\skill\huapai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25337|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|力牌|力牌|1|\UI\Icon\skill\lipai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25338|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|浮牌|浮牌|1|\UI\Icon\skill\fupai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25339|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|斗牌|斗牌|1|\UI\Icon\skill\doupai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25340|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|小牌|小牌|1|\UI\Icon\skill\xiaopai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25341|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|大牌|大牌|1|\UI\Icon\skill\dapai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25342|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|替牌|替牌|1|\UI\Icon\skill\tipai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25351|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|风牌|\n<color=FFbebebe>法力消耗：<color=9190b3>70\n<color=FFbebebe>魔力消耗：<color=9190b3>1\n<color=FFbebebe>冷却时间：<color=9190b3>14-10\n<color=FFbebebe>为自己或队友施加一个可抵挡80~240（+0.65AP）伤害的护盾，持续4秒。期间目标可获得15%的移动速度加成。护盾结束后会形成一股强劲的旋风，降低周围敌人30%的移动速度，持续1.5秒|1|\UI\Icon\skill\fengpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25352|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|翔牌|\n<color=FFbebebe>法力消耗：<color=9190b3>无\n<color=FFbebebe>魔力消耗：<color=9190b3>3\n<color=FFbebebe>冷却时间：<color=9190b3>45\n<color=FFbebebe>冲锋到地图任意地点，飞行过程中可以通过鼠标位置缓慢改变飞行路线，起飞0.5秒内可以带着一名队友一起飞行，若如此冷却时间将翻倍|1|\UI\Icon\skill\xiangpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25353|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|声牌|\n<color=FFbebebe>法力消耗：<color=9190b3>40-60\n<color=FFbebebe>魔力消耗：<color=9190b3>1\n<color=FFbebebe>冷却时间：<color=9190b3>18-10\n<color=FFbebebe>沉默一名敌人1秒，并标记其4秒，期间若目标使用主动技能则会被沉默，持续1~2秒\n<color=9190b3>歌+声-声音组合：带有声牌标记的敌人在使用控制类技能（眩晕、定身、沉默、缴械、恐惧）攻击木之本樱时，若木之本樱的歌牌已经记录了相同的控制类型，则会无视该次控制效果\n<color=9190b3>歌+声-声音组合：若歌牌命中的目标中有被声牌所标记的单位，则会刷新声牌的持续时间并将标记效果扩散至所有命中的目标|1|\UI\Icon\skill\shengpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25354|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|跳牌|跳牌|1|\UI\Icon\skill\tiaopai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25355|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|驱牌|驱牌|1|\UI\Icon\skill\qupai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25356|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|雾牌|雾牌|1|\UI\Icon\skill\wupai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25357|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|树牌|树牌|1|\UI\Icon\skill\shupai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25358|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|消牌|消牌|1|\UI\Icon\skill\xiaopai2.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25359|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|眠牌|眠牌|1|\UI\Icon\skill\mianpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25360|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|迷牌|迷牌|1|\UI\Icon\skill\mipai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25361|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|创牌|创牌|1|\UI\Icon\skill\chuangpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25362|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|锭牌|锭牌|1|\UI\Icon\skill\dingpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25363|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|梦牌|梦牌|1|\UI\Icon\skill\mengpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25371|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|水牌|水牌|1|\UI\Icon\skill\shuipai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25372|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|岚牌|\n<color=FFbebebe>等级需求：<color=9190b3>6级\n<color=FFbebebe>法力消耗：<color=9190b3>100\n<color=FFbebebe>魔力消耗：<color=9190b3>4\n<color=FFbebebe>冷却时间：<color=9190b3>90-70\n<color=FFbebebe>在指定地点召唤出巨大的龙卷风，持续8秒。降低周围敌方英雄15%~35%的移动速度（距离中心越近效果越强），木之本樱可以控制龙卷风朝指定方向移动。龙卷风会将附近的所有非英雄单位卷向空中，期间这些单位将处于无敌状态。龙卷风存在期间会周期性的向周围扩散小龙卷风，对命中的敌方目标造成80/110/140/170/200+(0.5AP)+目标最大生命值3%（非英雄单位最高200）的法术伤害。龙卷风中心可以对建筑物造成每秒最大生命值1%的真实伤害\n<color=9190b3>雷+岚-气象组合：木之本樱的雷牌传递到岚牌附近后会使龙卷风产生雷电，间歇性的对龙卷风范围内落下雷电，造成相当于雷牌一半的伤害|1|\UI\Icon\skill\lanpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25373|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|歌牌|\n<color=FFbebebe>法力消耗：<color=9190b3>50-70\n<color=FFbebebe>魔力消耗：<color=9190b3>2\n<color=FFbebebe>冷却时间：<color=9190b3>12\n<color=FFbebebe>被动效果：木之本樱会记录上一次受到过的控制效果（眩晕、定身、沉默、缴械、恐惧）\n<color=FFbebebe>主动效果：对指定范围内的敌人造成60~220（+0.6AP）法术伤害，并附加已记录的控制效果，持续0.5~1秒\n<color=9190b3>歌+声-声音组合：带有声牌标记的敌人在使用控制类技能（眩晕、定身、沉默、缴械、恐惧）攻击木之本樱时，若木之本樱的歌牌已经记录了相同的控制类型，则会无视该次控制效果\n<color=9190b3>歌+声-声音组合：若歌牌命中的目标中有被声牌所标记的单位，则会刷新声牌的持续时间并将标记效果扩散至所有命中的目标|1|\UI\Icon\skill\gepai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25374|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|雨牌|雨牌|1|\UI\Icon\skill\yupai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25375|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|云牌|云牌|1|\UI\Icon\skill\yunpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25376|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|影牌|影牌|1|\UI\Icon\skill\yingpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25377|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|静牌|静牌|1|\UI\Icon\skill\jingpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25378|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|时牌|时牌|1|\UI\Icon\skill\shipai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25379|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|镜牌|镜牌|1|\UI\Icon\skill\jingpai2.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25380|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|戾牌|戾牌|1|\UI\Icon\skill\lipai2.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25381|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|波牌|波牌|1|\UI\Icon\skill\bopai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25382|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|秤牌|秤牌|1|\UI\Icon\skill\chengpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25383|0|1|0|0|1|0| |1|restore|0|0|1|1|1|0|1|0|1|0|0|0|双牌|双牌|1|\UI\Icon\skill\shuangpai.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
25400|0|1|0|0|1|0| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|25311-25400木之本樱占用|<color=ff6600>唯一被动-涌动Ⅱ：提高25%技能刷新速率和30生命恢复/5秒，受攻击会失效5秒。\n<color=9190b3>唯一主动：伊斯坎达尔召唤出神威车轮和飞蹄雷牛向指定方向冲锋，冲锋过程中碰撞到敌方非英雄单位则会造成<color=e3400d>(+{~30*01.00})<color=9190b3>点物理伤害和击飞，若碰撞到障碍物或敌方英雄则会结束冲锋并对周围单位造成<color=e3400d>(+{~30*01.00})<color=9190b3>点物理伤害，最多冲锋10秒。(冷却时间：80秒)|1|\UI\Icon\equip\shenweichelunp.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |0|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
26001|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|嗜血肉钩|<color=ff6600>唯一主动：向目标地点投掷一个嗜血的肉钩，肉钩将把所触碰到的第一个单位拉到英雄身边。如果目标是敌方单位，则对其造成（400+强化等级*40）点真实伤害。若目标是英雄单位则额外造成【（自身最大生命值-敌方最大生命值）/（30-强化等级）】点真实伤害，冷却时间20秒。\n<color=ff6600>唯一被动：若嗜血肉钩命中单位则减少主动技能冷却时间（0.5*强化等级）秒。\n<color=ff6600>唯一被动：嗜血肉钩的飞行速度会随着强化等级逐渐提升。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26001.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26002|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|撼天锤|<color=ff6600>唯一主动：向目标地点扔出一把撼天之锤，对击中的目标及其周围200范围内的敌方目标造成（200+强化等级*15）<color=e3400d>(+{~30*01.00})<color=ff6600>点物理伤害，并且眩晕2秒。冷却时间（40-强化等级*1.5）秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26002.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26003|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|VS的大|<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！|1|\UI\Icon\equip\xzb\26003.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26004|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|地火之心|<color=ff6600>唯一主动：在目标地点召唤地火岩浆，1.7秒后岩浆喷发对范围内的单位造成（300+强化等级*10）+目标最大生命值（强化等级*1）%的法术伤害（对非英雄单位最多造成5000点法术伤害），施法范围全地图。冷却时间20秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26004.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26005|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|变形妖刀|<color=ff6600>唯一主动：点选一名敌方英雄变成一只小动物，变形状态中无法施法和攻击，持续时间2秒。施法距离(400+强化等级*10)范围。冷却时间（40-强化等级*1）秒。\n<color=ff6600>唯一被动：强化等级达到15级后，使被变形的敌方单位附带定身效果持续2秒。\n<color=ff6600>【和神奇BB弹公用冷却时间】\n\n<color=433c36>喜羊羊虽然是只快乐的小羊但是也会被定身。\n\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26005.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26006|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|狂暴咒符|<color=ff6600>唯一主动：发射一枚狂暴之心，击中第一个敌方英雄后，会让敌方英雄沉默并增加攻击力和法强，持续（5+强化等级*0.5）秒时间。冷却时间20秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26006.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26007|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|血魔的大|<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！|1|\UI\Icon\equip\xzb\26007.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26008|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|弹射法杖|<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！|1|\UI\Icon\equip\xzb\26008.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26009|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|PUCK的幻象球|<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！|1|\UI\Icon\equip\xzb\26009.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26010|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|海啸飓风|<color=ff6600>唯一主动：在目标地点召唤出海洋的力量核心，经过2秒的酝酿后会喷发出一股威力极大的喷泉，将范围内的敌人击飞同时眩晕1秒并造成650+(5+强化等级)%目标当前生命值的真实伤害。冷却时间（35-强化等级）秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26010.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26011|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|炽炎天书|<color=ff6600>唯一主动：在目标地点布置一个炽炎魔法阵，在0.5秒后会爆发巨大的炽焰，击晕范围内的单位并造成（200+强化等级*20）<color=89b388>(+{~31*00.60})<color=ff6600>点法术伤害。眩晕持续（1.5+强化等级*0.1）秒。冷却时间20秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26011.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26012|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|便携式飞弹工厂|<color=ff6600>唯一主动：向地图内任意指定区域发射一枚飞弹，对范围内的所有敌方目标造成（150+强化等级*15）点法术伤害，并且飞弹周身提供一定视野，持续10秒。冷却时间20秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26012.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26013|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|机械飞爪|<color=ff6600>唯一主动：向指定区域施放一个快速移动的机械飞爪，飞爪在接触到一个目标后即缩回，如果该目标位敌方目标，则会将自己牵引到目标身边，并且对目标及其周围的单位造成点（150+强化等级*20）法术伤害。冷却时间（40-强化等级*1.5）秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26013.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26014|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|力场铠甲|<color=ff6600>唯一主动：对周围的敌人造成（150+强化等级*15）<color=89b388>(+{~31*00.80})<color=ff6600>点法术伤害，并且降低（15+强化等级*2）%的攻击速度和移动速度，持续3秒。冷却时间（65-强化等级*2）秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26014.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26015|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|反伤护甲|<color=ff6600>唯一主动：为自己披上一层魔法尖刺，任何攻击你的单位都会受到(25+装备强化等级*5)%伤害反弹为魔法伤害，魔法尖刺持续5秒。冷却时间（70-强化等级*1.5）秒。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26015.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|3|0.000000| |0.000000
26016|0|1|0|0|1|560| |1|armour|0|0|1|1|1|0|1|0|1|0|0|0|减速之球|<color=ff6600>唯一被动：普通攻击降低目标（3+强化等级*1）%移动速度与（1.5+强化等级*0.5）%攻击速度，持续3秒，最多可叠加3层（近战英雄每次攻击叠加2层）。\n<color=ff6600>【永恒战场专用】<color=3399ff>通过装备升级强化可以大幅提升装备的能力！\n\n|1|\UI\Icon\equip\xzb\26016.dds| |9901|普通|0|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|0| |1|0.000000|0|3| |0|0|0|0|0|0|0|0.000000|0|1|0.000000| |0.000000
